url_crawl,skelbimo_pavadinimas,kaina_eur,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),energijos_suvartojimo_klase,error_get_air_polution_data,Skelbimo tekstas,Ypatybės:,Papildoma įranga:,Apsauga:,error_get_energy_consumption_class,Papildomos patalpos:,Azoto dioksidas (NO2),Kietosios dalelės (KD10),error_get_coordinates,Pastato energijos suvartojimo klasė:
https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-pramones-g-nuomojama-1-kambario-studija-naujausia-4-1177479/,"Vilnius, Naujoji Vilnia, Pramonės g., 1 kambario buto nuoma",299.0,141,20 m²,299 €,1,3,5,"1980 statyba, 2020 renovacija",Blokinis,Elektra,Įrengtas,www.aruodas.lt/4-1177479,2022-10-03,2022-10-03,2022-10-30,56,655/60 (iš viso/šiandien),54.694177,25.442351,655/60,,,"Nuomojama 1 kambario studijaNaujausia Šildymo Sistema!Superinės miegamosios sofos!Skalbyklė su Džiovyklė! nereikes dziovinti rubų.Privalumai
Naujai suremontuota studija
Dideli langai
Šalia autobusu stotele
Per kelia esanti parduotuve
Automobiliu stovejimo aikšteleNauji kokybiški baldai
Nauja buitine technikaDziovykle/Skalbykle",,,,'NoneType' object has no attribute 'text',,9.7 µg/m3,22.3 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-patogioje-miesto-vietoje-prie-ausros-vartu-4-1177417/,"Vilnius, Senamiestis, Aušros Vartų g., kambario nuoma",215.0,16,20 m²,215 €,1,2,2,1940,Mūrinis,Dujinis,Įrengtas,www.aruodas.lt/4-1177417,2022-09-15,2022-09-15,2022-10-30,39,4380/65 (iš viso/šiandien),54.673751,25.289932,4380/65,,,"Patogioje miesto vietoje - prie Aušros Vartų, Vilniaus geležinkelio ir autobusų stočių, šalia Halės turgaus nuomojami kambariai ilgalaikei nuomai.Kambario kaina - nuo 215 eurų iki 290 eurų (komunaliniai mokesčiai įskaičiuoti).Yra parkingas (nemokamas).",,,,'NoneType' object has no attribute 'text',,20 µg/m3,25.1 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-zalgirio-g-isnuomojamas-jaukus-kambarys-moteriai-arba-4-1180663/,"Vilnius, Šnipiškės, Žalgirio g., kambario nuoma",180.0,,14 m²,180 €,1,1,5,1979,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1180663,2022-09-27,2022-09-29,2022-10-27,16,2376/89 (iš viso/šiandien),54.70393,25.285769,2376/89,4 Klasė Vidutinė (4-5),'NoneType' object has no attribute 'find_all',"Išnuomojamas jaukus kambarys moteriai arba jaunai panelei, 3kambarių bute. Bus nuomojamas tik šis kambarys,kituose gyventų šeimininkė. Taigi nuomininkų daugiau nebūtų. Kambarys su baldais taip pat jungiasi su balkonu,tad būtų papildoma vieta naudojimui. Buto didelis pliusas lokacija. Iš šios vietos yra puikus susisiekimas į bet kurią Vilniaus pusę, kalvarijų ir žalgirio gatvės sankyžoje kursuoja daug autobusų ir troleibusų. Viskas ko reikia randasi šalia 100m spinduliu,prie pat viešojo transporto stotelės,dvi didelės maksimos parduotuvės,lidl,rimi,iki,kalvarijų turgus. Autobusu iki miesto centro 5min. Butas nuomojamas be tarpininkų,tiesiogiai iš šeimininko,tad tarpininkų pražome netrukdyti.","Tualetas ir vonia atskirai, Internetas, Kabelinė televizija","Skalbimo mašina, Su baldais",,,"Balkonas, Drabužinė",,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-parko-g-isnuomojamas-tvarkingasjaukus-ir-siltas-4-1179903/,"Vilnius, Naujoji Vilnia, Parko g., 1 kambario buto nuoma",250.0,,19 m²,250 €,1,1,5,1987,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1179903,2022-09-24,2022-10-08,2022-10-24,6,675/49 (iš viso/šiandien),54.685556,25.424926,675/49,,'NoneType' object has no attribute 'find_all',"Išnuomojamas tvarkingas,jaukus ir šiltas butas,maži komunaliniai mokesčiai,tvarkingi kaimynai.Netoliese maisto parduotuvės,turgelis,autobuso stotelės.Be tarpininkų,butas jau laisvas.",,,,'NoneType' object has no attribute 'text',,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-nuomojamas-kambarys-be-tarpininku-4-592855/,"Vilnius, Šeškinė, Gelvonų g., kambario nuoma",199.0,38,26 m²,199 €,1,2,9,1982,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-592855,2022-10-09,2022-10-09,2022-10-24,79,2171/388 (iš viso/šiandien),54.717562,25.257237,2171/388,,,"Nuomojamas KAMBARYS.Be tarpininkų nuomuojamas kambarys naujai suremontuotame, įrengtame keturių kambariu bute (Gelvonų g.38 (2 aukštas)). Jaukus butas miegamajame Vilniaus rajone. Namas tvarkingas, visuomet švari rakinama laiptinė, ramūs kaimynai. Kituose būto kambariuose jau gyvena dvi tvarkingos dirbančios merginos ir vienas dirbantis vaikinas.Idealiai tinka jaunam žmogui, norinčiam gyventi su visais šiuolaikiškais patogumais kambaryje su gyvenimą palengvinančia buitine technika.Patogus susisiekimas viešuoju transportu su visomis Vilniaus aukštojo mokslo įstaigomis. PVZ: iki MRU užtruksite 10-15 min. viešuoju transportu. Iki Saulėtekio ~25 min.IŠPLANAVIMAS:
- 1 didelis vievietis kambarys su balkonu (užimtas)
- 2 vienviečiai kambariai su balkonais (užimtas)
- 1 vienvietis be balkono (LAISVAS); .
- prieškambaris
- vonia ir tualetas atskirai
- drabužių skalbimo/džiovinimo patalpa
- virtuvėĮRENGIMAS:
-nauji baldai. Kambaryje yra didelė spinta, patogus rašomasis stalas su stalčiais, vieno metro pločio lova su kokybišku čiužiniu, didelis veidrodis.
-nauja buitinė technika (skalbyklė, rūbų džiovyklė su lyginimo funkcija, orkaitė, mikrobangų krosnelė, didelis šaldytuvas, dulkių siurblys, virdulys)VIETA:
-20 metrų nuo namo autobusų stotelė iš kurios važiuoja šie autobusai : 40, 53, 56, 75, 48. Nuo Akropolio stotelės važiuoja dar 7 ir 5G autobusas.
-40 metrų iki „Maxima X“ parduotuvės
-10 min. pėsčiomis iki prekybos ir pramogų centro AkropolisKAINOS:
- Vienviečio kambario be balkono nuoma 210 €/mėn.
- Nuomos mokestis mokomas mėnesį į priekį
- Susitarus dėl nuomos, bus taikomas vienkartinis depozito mokestis– 350€. Depozitas grąžinamas, pasibaigus sutarčiai (išsikrausčius).Komunaliniai mokesčiai šaltuoju metu laiku svyruoja nuo 60 € iki 80€ per mėn. (priklausomai nuo vidutinės mėnesio temperatūros). PVZ vienviečio kambario komunaliniai mokesčiai su viskuo (šildymas, elektra, vanduo, internetas, namo administravimas) 2022m. žiema buvo:
-Sausis - 78€
-Vasaris - 73€
-Kovas - 77€
-Balandis -56€
-Gegužė - 38€Mažiausias nuomos terminas iki 2023-07-31Nuomojama be tarpininkų. Nėra agentūros mokesčio.
Jeigu skambinsite dėl apžiūros ir neatsiliepsiu, vadinasi dirbu ir perskambinsiu kai tik galėsiu.Nuomojamas nuo spalio 15d.","Tualetas ir vonia atskirai, Internetas","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia",Šarvuotos durys,'NoneType' object has no attribute 'text',Sandėliukas,14.6 µg/m3,21 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-aukstuosiuose-paneriuose-baltosios-vokes-g-kambariu-nuoma-kambariu-nuoma-darbininkams-4-968973/,"Vilnius, Aukštieji Paneriai, Baltosios Vokės g., kambario nuoma 3 kambarių bute",170.0,19,16 m²,170 €,3,2,2,2017,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-968973,2018-09-10,2022-10-07,,15,22403/52 (iš viso/šiandien),,,22403/52,,'NoneType' object has no attribute 'find_all',"Kambariu nuomaKambariu nuoma Darbininkams , studentams,
nuo 170 EUR personai menuo.
liko3- ju vietu kambaris.
parai - 17eur +PVM vienam asmeniui.","Atskiras įėjimas, Uždaras kiemas, Kabelinė televizija, Internetas, Nauja kanalizacija, Nauja elektros instaliacija","Su baldais, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",Kodinė laiptinės spyna,'NoneType' object has no attribute 'text',"Sandėliukas, Vieta automobiliui",,,list index out of range,
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-butas-antakalnyje-netoli-ziedo-vileisio-g-4-1183256/,"Vilnius, Antakalnis, P. Vileišio g., 1 kambario buto nuoma",270.0,10,45 m²,270 €,1,0,5,1984,Mūrinis,"Centrinis, elektra, kita",Įrengtas,www.aruodas.lt/4-1183256,2022-10-05,2022-10-05,2022-10-20,21,1311/126 (iš viso/šiandien),54.697743,25.306667,1311/126,6 Klasė Bloga (6-8),'NoneType' object has no attribute 'find_all',"Butas Antakalnyje (netoli žiedo, Vileišio g. 10). Visi 45 kv. m. yra viena erdvė kartu su virtuve. Butas pusrūsyje, langas (didelis) išeina į parkavimo aikštelę ir matai savo mašinos šoną:). Vonios kambarys ir wc kartu. Buitinė technika: šaldytuvas, el. viryklė. Po paskutinių nuomininkų kiek apleistas, reikėtų pačiam/patiems pasitvarkyti. Šildymo tėra tik tranzitiniai vamzdžiai tad sąskaitos nedidelės (būdavo apie 20-30 eur už šildymą)
Ieškomi ilgalaikiai nuomininkai. Be tarpininkų. Kaina 270 €/mėn. plius komunaliniai (plius tiek pat užstatas); Butas jaulaisvas.Tel. 865024818",,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-birzelio-23-iosios-g-vilniaus-centrineje-dalyje-puikioje-4-1183188/,"Vilnius, Naujamiestis, Birželio 23-iosios g., kambario nuoma",170.0,9,20 m²,170 €,1,1,5,1980,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1183188,2022-10-05,2022-10-05,2022-10-20,8,765/111 (iš viso/šiandien),54.675072,25.262723,765/111,,'NoneType' object has no attribute 'find_all',"Vilniaus centrinėje dalyje (!), puikioje Naujamiesčio vietoje, nuomojamas kambarys 2-jų kambarių bute.Tvarkingas namas, butas (šarvo dūrys, plastikiniai langai).Kambarys: rakinamos kambario dūrys, domofonas; parkingas; baldai (viengulė lova, spinta, sekcija, lentynos, kėdė, rašomasis stalas).SVARBU: Vonia/Virtuvė - nauja santechnika, tačiau sienos nesutvarkytos (matosi nuotraukose)____
Ieškomas nereiklus nuomininkas, galima statybininkams ar panašiai.",,,Šarvuotos durys,'NoneType' object has no attribute 'text',,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-balsiuose-rages-g-vilniuje-balsiu-mikrorajone-prie-santariskiu-4-1183112/,"Vilnius, Balsiai, Ragės g., 1 kambario buto nuoma",299.0,,29 m²,299 €,1,1,2,2007,Mūrinis,Kita,Įrengtas,www.aruodas.lt/4-1183112,2022-10-04,2022-10-08,2022-10-19,4,316/44 (iš viso/šiandien),54.782827,25.355323,316/44,,'NoneType' object has no attribute 'find_all',"VilniujeBalsių mikrorajone prie Santariškių ir Žaliųjų ežerųišnuomojamas1 kambario butas1 asmeniui. Butas su baldais ir buitinetechnika, šiuolaikiškaisuremontuotas, graži aplinka , mažikomunaliniai mokesčiai. Labaigeras susisiekimas su miesto centru.netoli autobusų stotelė. Nuoma gali būti ilgalaikė ir be tarpininkų. Nuomos kaina 299 eurų. Teirautis tel. +370 652 94955 jums patogiu laiku,","Atskiras įėjimas, Nauja kanalizacija, Internetas","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Dušo kabina",,'NoneType' object has no attribute 'text',"Rūsys, Vieta automobiliui",,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-a-jaksto-g-nakvynes-namuose-vilniaus-4-1173671/,"Vilnius, A. Jakšto g., kambario nuoma 5 kambarių bute",160.0,,12 m²,160 €,5,1,5,1966,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1173671,2022-08-24,2022-09-29,,8,2989/26 (iš viso/šiandien),54.689749,25.275996,2989/26,,'NoneType' object has no attribute 'find_all',"Nakvynės namuose Vilniaus Жилье в центре ВильнюсаIšnuomojami kambariai Vilniaus centre (Jakšto g.).
1-2-3-4 vietų apgyvendinimas.
Pateikiamos sąskaitos faktūros.
Kaina nuo 420 iki 500 eurų už kambarį.
Galimas apgyvendinimas ant lovų - nuo 160 eurų už 1 lovą mėnesiui.
Skambinkite arba rašykite į viber arba whatsapp.Сдаются в аренду номера в центре Вильнюса (ул. Якшто).
1-2-3-4-местное размещение.
Предоставляются фактуры.
Цена от 420 до 500 евро за комнату.
Возможно размещение по кроватям - от 160 евро за 1 кровать в месяц.
Звоните или пишите на вайбер или ватсап.
","Aukštos lubos, Atskiras įėjimas, Uždaras kiemas, Internetas, Nauja kanalizacija, , ,Допомога українцям, , Lankstesnės nuomos sąlygos ukrainiečiams (dėl nuomos laikotarpio, kainos ar kt.). Daugiau informacijos – skelbime nurodytais kontaktais. / Більш гнучкі умови оренди для українців (за рахунок терміну оренди, цін тощо). Більше інформації за контактами, вказаними в оголошенні.","Su baldais, Plastikiniai vamzdžiai, Kondicionierius, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",'NoneType' object has no attribute 'text',"Sandėliukas, Vieta automobiliui",,,,A
